chr	start	end	CpG
chr1	45359559	45359560	998
chr1	45389454	45389455	999
chr1	45401791	45401792	1000
chr1	45445914	45445915	1001
chr1	45533094	45533095	1002
chr1	45539786	45539787	1003
chr1	45560324	45560325	1004
chr1	45562814	45562815	1005
chr1	45602429	45602430	1006
chr1	45649964	45649965	1007
chr1	45654598	45654599	1008
chr1	45678439	45678440	1009
chr1	45678574	45678575	1010
chr1	45697020	45697021	1011
chr1	45738368	45738369	1012
chr1	45752890	45752891	1013
chr1	45914149	45914150	1014
chr1	45915940	45915941	1015
chr1	45918662	45918663	1016
chr1	45943337	45943338	1017
chr1	46050790	46050791	1018
chr1	46078559	46078560	1019
chr1	46089018	46089019	1020
chr1	46089241	46089242	1021
chr1	46180960	46180961	1022
chr1	46260839	46260840	1023
chr1	46272326	46272327	1024
chr1	46272360	46272361	1025
chr1	46318308	46318309	1026
chr1	46326777	46326778	1027
chr1	46425885	46425886	1028
chr1	46449718	46449719	1029
chr1	46449788	46449789	1030
chr1	46472686	46472687	1031
chr1	46540264	46540265	1032
chr1	46729074	46729075	1033
chr1	46787208	46787209	1034
chr1	46814907	46814908	1035
chr1	46854435	46854436	1036
chr1	46858644	46858645	1037
chr1	46877450	46877451	1038
chr1	46895196	46895197	1039
chr1	46896001	46896002	1040
chr1	46914226	46914227	1041
chr1	47105988	47105989	1042
chr1	47105997	47105998	1043
chr1	47106012	47106013	1044
chr1	47146727	47146728	1045
chr1	47176253	47176254	1046
chr1	47179400	47179401	1047
chr1	47181233	47181234	1048
chr1	47181255	47181256	1049
chr1	47181336	47181337	1050
chr1	47224448	47224449	1051
chr1	47226570	47226571	1052
chr1	47424388	47424389	1053
chr1	47520061	47520062	1054
chr1	47523254	47523255	1055
chr1	47526075	47526076	1056
chr1	47544398	47544399	1057
chr1	47574727	47574728	1058
chr1	47621009	47621010	1059
chr1	47664815	47664816	1060
chr1	47688099	47688100	1061
chr1	47809667	47809668	1062
chr1	47895274	47895275	1063
chr1	47955204	47955205	1064
chr1	47957203	47957204	1065
chr1	47957773	47957774	1066
chr1	48022029	48022030	1067
chr1	48025548	48025549	1068
chr1	48075423	48075424	1069
chr1	48081770	48081771	1070
chr1	48081802	48081803	1071
chr1	48089124	48089125	1072
chr1	48089137	48089138	1073
chr1	48160294	48160295	1074
chr1	48231364	48231365	1075
chr1	48272801	48272802	1076
chr1	48356081	48356082	1077
chr1	48366126	48366127	1078
chr1	48367574	48367575	1079
chr1	48368750	48368751	1080
chr1	48368850	48368851	1081
chr1	48470362	48470363	1082
chr1	48496230	48496231	1083
chr1	48500044	48500045	1084
chr1	48545711	48545712	1085
chr1	48545715	48545716	1086
chr1	48545727	48545728	1087
chr1	48545752	48545753	1088
chr1	48546025	48546026	1089
chr1	48546621	48546622	1090
chr1	48546624	48546625	1091
chr1	48547038	48547039	1092
chr1	48580144	48580145	1093
chr1	48652349	48652350	1094
chr1	48802422	48802423	1095
chr1	48910716	48910717	1096
chr1	48911243	48911244	1097
chr1	48913234	48913235	1098
chr1	48946681	48946682	1099
chr1	49254164	49254165	1100
chr1	49321524	49321525	1101
chr1	49325438	49325439	1102
chr1	49337886	49337887	1103
chr1	49408377	49408378	1104
chr1	49506778	49506779	1105
chr1	49565096	49565097	1106
chr1	49692804	49692805	1107
chr1	49836313	49836314	1108
chr1	49983017	49983018	1109
chr1	49998370	49998371	1110
chr1	50083062	50083063	1111
chr1	50199256	50199257	1112
chr1	50213302	50213303	1113
chr1	50213352	50213353	1114
chr1	50253774	50253775	1115
chr1	50269623	50269624	1116
chr1	50350412	50350413	1117
chr1	50355692	50355693	1118
chr1	50374029	50374030	1119
chr1	50382370	50382371	1120
chr1	50382533	50382534	1121
chr1	50382550	50382551	1122
chr1	50382566	50382567	1123
chr1	50382581	50382582	1124
chr1	50384228	50384229	1125
chr1	50385674	50385675	1126
chr1	50415311	50415312	1127
chr1	50554478	50554479	1128
chr1	50621911	50621912	1129
chr1	50636184	50636185	1130
chr1	50682054	50682055	1131
chr1	50879146	50879147	1132
chr1	50881403	50881404	1133
chr1	50993493	50993494	1134
chr1	51018353	51018354	1135
chr1	51228666	51228667	1136
chr1	51230489	51230490	1137
chr1	51441435	51441436	1138
chr1	51459018	51459019	1139
chr1	51478199	51478200	1140
chr1	51509349	51509350	1141
chr1	51521540	51521541	1142
chr1	51558636	51558637	1143
chr1	51593738	51593739	1144
chr1	51594154	51594155	1145
chr1	51595612	51595613	1146
chr1	51652174	51652175	1147
chr1	51666380	51666381	1148
chr1	51667058	51667059	1149
chr1	51717240	51717241	1150
chr1	51717281	51717282	1151
chr1	51751816	51751817	1152
chr1	51758582	51758583	1153
chr1	51779287	51779288	1154
chr1	51779429	51779430	1155
chr1	51877128	51877129	1156
chr1	51897245	51897246	1157
chr1	51908334	51908335	1158
chr1	51929139	51929140	1159
chr1	51940746	51940747	1160
chr1	51941061	51941062	1161
chr1	51941169	51941170	1162
chr1	51974012	51974013	1163
chr1	52047063	52047064	1164
chr1	52079510	52079511	1165
chr1	52158914	52158915	1166
chr1	52158982	52158983	1167
chr1	52205197	52205198	1168
chr1	52241060	52241061	1169
chr1	52313956	52313957	1170
chr1	52315442	52315443	1171
chr1	52318525	52318526	1172
chr1	52318547	52318548	1173
chr1	52393109	52393110	1174
chr1	52399950	52399951	1175
chr1	52521638	52521639	1176
chr1	52590706	52590707	1177
chr1	52593548	52593549	1178
chr1	52751829	52751830	1179
chr1	52893712	52893713	1180
chr1	52893717	52893718	1181
chr1	52939562	52939563	1182
chr1	52939602	52939603	1183
chr1	52993311	52993312	1184
chr1	53070389	53070390	1185
chr1	53074539	53074540	1186
chr1	53194352	53194353	1187
chr1	53389034	53389035	1188
chr1	53449401	53449402	1189
chr1	53489417	53489418	1190
chr1	53552360	53552361	1191
chr1	53617533	53617534	1192
chr1	53694370	53694371	1193
chr1	53760624	53760625	1194
chr1	53850213	53850214	1195
chr1	53851005	53851006	1196
chr1	53869289	53869290	1197
chr1	53940957	53940958	1198
chr1	54011572	54011573	1199
chr1	54265534	54265535	1200
chr1	54265598	54265599	1201
chr1	54265602	54265603	1202
chr1	54265609	54265610	1203
chr1	54265617	54265618	1204
chr1	54265817	54265818	1205
chr1	54265950	54265951	1206
chr1	54311899	54311900	1207
chr1	54332296	54332297	1208
chr1	54362917	54362918	1209
chr1	54566041	54566042	1210
chr1	54572757	54572758	1211
chr1	54664565	54664566	1212
chr1	54737017	54737018	1213
chr1	54831201	54831202	1214
chr1	54927809	54927810	1215
chr1	54964856	54964857	1216
chr1	54965345	54965346	1217
chr1	54990869	54990870	1218
chr1	55112477	55112478	1219
chr1	55215330	55215331	1220
chr1	55279300	55279301	1221
chr1	55363042	55363043	1222
chr1	55441355	55441356	1223
chr1	55482472	55482473	1224
chr1	55482475	55482476	1225
chr1	55482616	55482617	1226
chr1	55963081	55963082	1227
chr1	56140625	56140626	1228
chr1	56319225	56319226	1229
chr1	56380432	56380433	1230
chr1	56385004	56385005	1231
chr1	56525877	56525878	1232
chr1	56665567	56665568	1233
chr1	56714502	56714503	1234
chr1	56714506	56714507	1235
chr1	56717425	56717426	1236
chr1	56772605	56772606	1237
chr1	56772800	56772801	1238
chr1	56920105	56920106	1239
chr1	56976558	56976559	1240
chr1	57070344	57070345	1241
chr1	57070348	57070349	1242
chr1	57074079	57074080	1243
chr1	57123404	57123405	1244
chr1	57270009	57270010	1245
chr1	57287301	57287302	1246
chr1	57310689	57310690	1247
chr1	57587529	57587530	1248
chr1	57706119	57706120	1249
chr1	57976139	57976140	1250
chr1	58028406	58028407	1251
chr1	58150331	58150332	1252
chr1	58195746	58195747	1253
chr1	58195755	58195756	1254
chr1	58231359	58231360	1255
chr1	58261878	58261879	1256
chr1	58262827	58262828	1257
chr1	58290332	58290333	1258
chr1	58290952	58290953	1259
chr1	58415684	58415685	1260
chr1	58547807	58547808	1261
chr1	58564448	58564449	1262
chr1	58726498	58726499	1263
chr1	58813261	58813262	1264
chr1	58817477	58817478	1265
chr1	58916586	58916587	1266
chr1	58931172	58931173	1267
chr1	58933541	58933542	1268
chr1	58960405	58960406	1269
chr1	59111582	59111583	1270
chr1	59152285	59152286	1271
chr1	59246875	59246876	1272
chr1	59252732	59252733	1273
chr1	59399472	59399473	1274
chr1	59417733	59417734	1275
chr1	59450379	59450380	1276
chr1	59471885	59471886	1277
chr1	59523200	59523201	1278
chr1	59617910	59617911	1279
chr1	59626775	59626776	1280
chr1	59725151	59725152	1281
chr1	59727448	59727449	1282
chr1	59727460	59727461	1283
chr1	59783127	59783128	1284
chr1	59783144	59783145	1285
chr1	59808899	59808900	1286
chr1	59888978	59888979	1287
chr1	59914338	59914339	1288
chr1	60694897	60694898	1289
chr1	60727084	60727085	1290
chr1	60744287	60744288	1291
chr1	60754117	60754118	1292
chr1	60787123	60787124	1293
chr1	60791438	60791439	1294
chr1	60813810	60813811	1295
chr1	60823102	60823103	1296
chr1	60854942	60854943	1297
chr1	60855173	60855174	1298
chr1	60858249	60858250	1299
chr1	60858346	60858347	1300
chr1	60861093	60861094	1301
chr1	60862379	60862380	1302
chr1	60862948	60862949	1303
chr1	60863096	60863097	1304
chr1	60896859	60896860	1305
chr1	60910984	60910985	1306
chr1	60921189	60921190	1307
chr1	60921221	60921222	1308
chr1	60921235	60921236	1309
chr1	60921243	60921244	1310
chr1	60929136	60929137	1311
chr1	60934550	60934551	1312
chr1	60960987	60960988	1313
chr1	60980725	60980726	1314
chr1	60997329	60997330	1315
chr1	61018959	61018960	1316
chr1	61030366	61030367	1317
chr1	61047146	61047147	1318
chr1	61051994	61051995	1319
chr1	61054612	61054613	1320
chr1	61054629	61054630	1321
chr1	61064316	61064317	1322
chr1	61101230	61101231	1323
chr1	61209636	61209637	1324
chr1	61209702	61209703	1325
chr1	61209743	61209744	1326
chr1	61289722	61289723	1327
chr1	61368192	61368193	1328
chr1	61368632	61368633	1329
chr1	61487138	61487139	1330
chr1	61498919	61498920	1331
chr1	61514616	61514617	1332
chr1	61514641	61514642	1333
chr1	61514682	61514683	1334
chr1	61514686	61514687	1335
chr1	61583793	61583794	1336
chr1	61584772	61584773	1337
chr1	61639464	61639465	1338
chr1	61671376	61671377	1339
chr1	61671441	61671442	1340
chr1	61740828	61740829	1341
chr1	61952063	61952064	1342
chr1	62045540	62045541	1343
chr1	62295470	62295471	1344
chr1	62321496	62321497	1345
chr1	62540856	62540857	1346
chr1	62703227	62703228	1347
chr1	62720919	62720920	1348
chr1	62724838	62724839	1349
chr1	62760859	62760860	1350
chr1	62868382	62868383	1351
chr1	62910019	62910020	1352
chr1	62929560	62929561	1353
chr1	63088164	63088165	1354
chr1	63104189	63104190	1355
chr1	63104220	63104221	1356
chr1	63191886	63191887	1357
chr1	63244913	63244914	1358
chr1	63253577	63253578	1359
chr1	63261378	63261379	1360
chr1	63309157	63309158	1361
chr1	63309169	63309170	1362
chr1	63309171	63309172	1363
chr1	63309574	63309575	1364
chr1	63309704	63309705	1365
chr1	63332830	63332831	1366
chr1	63336378	63336379	1367
chr1	63450621	63450622	1368
chr1	63497837	63497838	1369
chr1	63658786	63658787	1370
chr1	63664710	63664711	1371
chr1	63664756	63664757	1372
chr1	63665207	63665208	1373
chr1	63669413	63669414	1374
chr1	63688894	63688895	1375
chr1	63781719	63781720	1376
chr1	63835064	63835065	1377
chr1	63836112	63836113	1378
chr1	63836121	63836122	1379
chr1	63836150	63836151	1380
chr1	63836174	63836175	1381
chr1	63836193	63836194	1382
chr1	63836257	63836258	1383
chr1	63836271	63836272	1384
chr1	63836358	63836359	1385
chr1	63889539	63889540	1386
chr1	63973460	63973461	1387
chr1	64010595	64010596	1388
chr1	64010607	64010608	1389
chr1	64012202	64012203	1390
chr1	64028870	64028871	1391
chr1	64108755	64108756	1392
chr1	64119944	64119945	1393
chr1	64174178	64174179	1394
chr1	64330733	64330734	1395
chr1	64375017	64375018	1396
chr1	64424208	64424209	1397
chr1	64436680	64436681	1398
chr1	64583559	64583560	1399
chr1	64643641	64643642	1400
chr1	64776880	64776881	1401
chr1	64833977	64833978	1402
chr1	65048986	65048987	1403
chr1	65049006	65049007	1404
chr1	65058429	65058430	1405
chr1	65087330	65087331	1406
chr1	65127420	65127421	1407
chr1	65127450	65127451	1408
chr1	65292746	65292747	1409
chr1	65294287	65294288	1410
chr1	65385228	65385229	1411
chr1	65385302	65385303	1412
chr1	65385318	65385319	1413
chr1	65385320	65385321	1414
chr1	65385322	65385323	1415
chr1	65415490	65415491	1416
chr1	65522810	65522811	1417
chr1	65526555	65526556	1418
chr1	65526570	65526571	1419
chr1	65526603	65526604	1420
chr1	65531488	65531489	1421
chr1	65540245	65540246	1422
chr1	65540249	65540250	1423
chr1	65599837	65599838	1424
chr1	65622606	65622607	1425
chr1	65667737	65667738	1426
chr1	65667949	65667950	1427
chr1	65719256	65719257	1428
chr1	65822197	65822198	1429
chr1	65867103	65867104	1430
chr1	65867171	65867172	1431
chr1	65912775	65912776	1432
chr1	65973060	65973061	1433
chr1	65975913	65975914	1434
chr1	65979638	65979639	1435
chr1	65979641	65979642	1436
chr1	65979644	65979645	1437
chr1	65979850	65979851	1438
chr1	65979959	65979960	1439
chr1	66014588	66014589	1440
chr1	66028532	66028533	1441
chr1	66039890	66039891	1442
chr1	66042115	66042116	1443
chr1	66042729	66042730	1444
chr1	66050783	66050784	1445
chr1	66067977	66067978	1446
chr1	66100711	66100712	1447
chr1	66118928	66118929	1448
chr1	66173798	66173799	1449
chr1	66257647	66257648	1450
chr1	66288298	66288299	1451
chr1	66367559	66367560	1452
chr1	66380729	66380730	1453
chr1	66383878	66383879	1454
chr1	66433582	66433583	1455
chr1	66468210	66468211	1456
chr1	66476798	66476799	1457
chr1	66548843	66548844	1458
chr1	66577080	66577081	1459
chr1	66593192	66593193	1460
chr1	66644142	66644143	1461
chr1	66683434	66683435	1462
chr1	66705076	66705077	1463
chr1	66798569	66798570	1464
chr1	66828350	66828351	1465
chr1	66835178	66835179	1466
chr1	66842035	66842036	1467
chr1	66858698	66858699	1468
chr1	66859994	66859995	1469
chr1	66899252	66899253	1470
chr1	66899856	66899857	1471
chr1	66927159	66927160	1472
chr1	66966835	66966836	1473
chr1	66974091	66974092	1474
chr1	66990050	66990051	1475
chr1	66996248	66996249	1476
chr1	66998341	66998342	1477
chr1	67039809	67039810	1478
chr1	67093343	67093344	1479
chr1	67147668	67147669	1480
chr1	67160948	67160949	1481
chr1	67246783	67246784	1482
chr1	67266322	67266323	1483
chr1	67266553	67266554	1484
chr1	67307931	67307932	1485
chr1	67330714	67330715	1486
chr1	67435673	67435674	1487
chr1	67542741	67542742	1488
chr1	67565281	67565282	1489
chr1	67582663	67582664	1490
chr1	67600470	67600471	1491
chr1	67601612	67601613	1492
chr1	67663561	67663562	1493
chr1	67713756	67713757	1494
chr1	67716977	67716978	1495
chr1	67731767	67731768	1496
chr1	67771656	67771657	1497
chr1	67833136	67833137	1498
chr1	67836035	67836036	1499
chr1	67846698	67846699	1500
chr1	67901423	67901424	1501
chr1	67922740	67922741	1502
chr1	68048913	68048914	1503
chr1	68068722	68068723	1504
chr1	68112682	68112683	1505
chr1	68128219	68128220	1506
chr1	68170526	68170527	1507
chr1	68198625	68198626	1508
chr1	68218663	68218664	1509
chr1	68229698	68229699	1510
chr1	68311894	68311895	1511
chr1	68366519	68366520	1512
chr1	68366527	68366528	1513
chr1	68388215	68388216	1514
chr1	68406378	68406379	1515
chr1	68454438	68454439	1516
chr1	68471614	68471615	1517
chr1	68477331	68477332	1518
chr1	68504859	68504860	1519
chr1	68547707	68547708	1520
chr1	68589306	68589307	1521
chr1	68600219	68600220	1522
chr1	68603434	68603435	1523
chr1	68690322	68690323	1524
chr1	68758251	68758252	1525
chr1	68879944	68879945	1526
chr1	68891425	68891426	1527
chr1	68893521	68893522	1528
chr1	68903531	68903532	1529
chr1	68903566	68903567	1530
chr1	68904355	68904356	1531
chr1	68904763	68904764	1532
chr1	68950106	68950107	1533
chr1	68951409	68951410	1534
chr1	68971455	68971456	1535
chr1	68993269	68993270	1536
chr1	68995025	68995026	1537
chr1	69017311	69017312	1538
chr1	69018441	69018442	1539
chr1	69082809	69082810	1540
chr1	69114853	69114854	1541
chr1	69154202	69154203	1542
chr1	69163183	69163184	1543
chr1	69205228	69205229	1544
chr1	69249865	69249866	1545
chr1	69254402	69254403	1546
chr1	69257924	69257925	1547
chr1	69276410	69276411	1548
chr1	69341263	69341264	1549
chr1	69371240	69371241	1550
chr1	69378005	69378006	1551
chr1	69426192	69426193	1552
chr1	69444196	69444197	1553
chr1	69566803	69566804	1554
chr1	69567067	69567068	1555
chr1	69662575	69662576	1556
chr1	69685482	69685483	1557
chr1	69686314	69686315	1558
chr1	69738379	69738380	1559
chr1	69827104	69827105	1560
chr1	69940468	69940469	1561
chr1	69940470	69940471	1562
chr1	69940472	69940473	1563
chr1	69940487	69940488	1564
chr1	69968950	69968951	1565
chr1	70073835	70073836	1566
chr1	70356957	70356958	1567
chr1	70395768	70395769	1568
chr1	70396182	70396183	1569
chr1	70707308	70707309	1570
chr1	70989341	70989342	1571
chr1	71021862	71021863	1572
chr1	71025132	71025133	1573
chr1	71085454	71085455	1574
chr1	71255656	71255657	1575
chr1	71566217	71566218	1576
chr1	71598445	71598446	1577
chr1	71775787	71775788	1578
chr1	71793353	71793354	1579
chr1	72125812	72125813	1580
chr1	72125864	72125865	1581
chr1	72144098	72144099	1582
chr1	72197349	72197350	1583
chr1	72228452	72228453	1584
chr1	72247319	72247320	1585
chr1	72284827	72284828	1586
chr1	72312979	72312980	1587
chr1	72505606	72505607	1588
chr1	72590721	72590722	1589
chr1	72603532	72603533	1590
chr1	72625931	72625932	1591
chr1	72649969	72649970	1592
chr1	72650083	72650084	1593
chr1	72722800	72722801	1594
chr1	72813906	72813907	1595
chr1	72866168	72866169	1596
chr1	72962825	72962826	1597
chr1	72962911	72962912	1598
chr1	72963043	72963044	1599
chr1	72976811	72976812	1600
chr1	73039508	73039509	1601
chr1	73039551	73039552	1602
chr1	73318145	73318146	1603
chr1	73470036	73470037	1604
chr1	73470069	73470070	1605
chr1	73470087	73470088	1606
chr1	73470100	73470101	1607
chr1	73475024	73475025	1608
chr1	73555071	73555072	1609
chr1	73591261	73591262	1610
chr1	73902789	73902790	1611
chr1	73914194	73914195	1612
chr1	73953924	73953925	1613
chr1	73963160	73963161	1614
chr1	73990713	73990714	1615
chr1	74035625	74035626	1616
chr1	74068422	74068423	1617
chr1	74095194	74095195	1618
chr1	74104535	74104536	1619
chr1	74106740	74106741	1620
chr1	74106958	74106959	1621
chr1	74107788	74107789	1622
chr1	74116604	74116605	1623
chr1	74121207	74121208	1624
chr1	74208228	74208229	1625
chr1	74229407	74229408	1626
chr1	74231044	74231045	1627
chr1	74343072	74343073	1628
chr1	74347621	74347622	1629
chr1	74368546	74368547	1630
chr1	74376896	74376897	1631
chr1	74382463	74382464	1632
chr1	74409054	74409055	1633
chr1	74417037	74417038	1634
chr1	74429554	74429555	1635
chr1	74430684	74430685	1636
chr1	74457838	74457839	1637
chr1	74503275	74503276	1638
chr1	74503277	74503278	1639
chr1	74660147	74660148	1640
chr1	74660384	74660385	1641
chr1	74771820	74771821	1642
chr1	74771907	74771908	1643
chr1	74776797	74776798	1644
chr1	74776829	74776830	1645
chr1	74783623	74783624	1646
chr1	74849333	74849334	1647
chr1	74854426	74854427	1648
chr1	74869980	74869981	1649
chr1	74870412	74870413	1650
chr1	74877757	74877758	1651
chr1	74885216	74885217	1652
chr1	74898927	74898928	1653
chr1	74947286	74947287	1654
chr1	74948286	74948287	1655
chr1	74951394	74951395	1656
chr1	75236592	75236593	1657
chr1	75276340	75276341	1658
